name,gene,b_terrestris_B_100,b_terrestris_B_246,b_terrestris_B_36,b_terrestris_B_39,b_terrestris_B_415,b_terrestris_B_9,b_terrestris_G_87
LOC100645717,LOC100645717,111,68,4,0,40,10,3
LOC100645913,LOC100645913,58,53,0,0,55,5,0
LOC125385377,LOC125385377,0,0,0,0,0,0,0
LOC100646027,LOC100646027,49,189,36,0,243,22,12
LOC100646261,LOC100646261,25,27,22,20,34,38,16
LOC100646382,LOC100646382,35,34,20,1,70,82,58
LOC100646506,LOC100646506,0,6,0,0,8,13,0
LOC100646624,LOC100646624,191,334,10,4,152,22,8
LOC100646863,LOC100646863,0,2,0,0,0,0,0
LOC100646980,LOC100646980,97,104,92,88,107,194,82
LOC125385369,LOC125385369,0,1,0,0,0,0,0
LOC100647100,LOC100647100,26,19,53,59,26,227,1286
LOC100647339,LOC100647339,0,0,4,5,0,134,12483
LOC100647220,LOC100647220,5,434,3,0,490,16,2
LOC100643406,LOC100643406,1156,2605,67,25,2493,315,419
LOC125385372,LOC125385372,0,1,0,0,0,2,6
LOC105665949,LOC105665949,169,162,27,0,211,95,16
LOC125385471,LOC125385471,1,0,8,0,0,39,4
LOC100643650,LOC100643650,5174,12305,1627,968,10937,2772,847
LOC125385374,LOC125385374,0,1,0,0,1,2,0
LOC125385375,LOC125385375,0,0,0,0,0,0,0
LOC125385373,LOC125385373,0,0,0,0,0,0,0
LOC125385371,LOC125385371,0,16,0,3,3,2,2
LOC100648054,LOC100648054,226,206,65,99,180,192,135
LOC105665951,LOC105665951,62,63,76,51,38,125,195
LOC100648538,LOC100648538,183,334,264,162,198,700,280
LOC100648419,LOC100648419,18,28,5,2,36,5,0
LOC125385462,LOC125385462,28,28,4,0,15,0,2
LOC100649831,LOC100649831,142,85,70,96,96,1469,5911
LOC100644132,LOC100644132,101,160,59,92,64,414,40
LOC100648478,LOC100648478,4,14,4,12,10,15,3
LOC100648599,LOC100648599,299,456,121,140,507,516,216
LOC110119435,LOC110119435,2,15,63,71,6,18,27
LOC100648713,LOC100648713,30,65,217,87,74,158,51
LOC100644255,LOC100644255,47,69,104,69,50,82,50
LOC100648827,LOC100648827,145,184,681,786,134,608,494
LOC100644368,LOC100644368,110,108,123,78,82,144,82
LOC100648944,LOC100648944,61,77,102,40,94,72,28
LOC105665955,LOC105665955,4,1,0,0,1,0,0
LOC100649139,LOC100649139,91,101,4,6,104,17,132
LOC100649381,LOC100649381,48,63,48,29,52,80,85
LOC100649503,LOC100649503,14,10,11,6,12,23,4
LOC100649810,LOC100649810,87,94,37,4,88,18,6
LOC100644485,LOC100644485,160,170,65,113,149,129,175
LOC100650118,LOC100650118,60,41,75,21,41,71,34
LOC100649998,LOC100649998,49,53,22,33,55,97,114
LOC100650243,LOC100650243,1,3,16,2,8,5,6
LOC105665956,LOC105665956,0,0,0,0,1,0,2
LOC125385433,LOC125385433,0,0,0,0,0,0,0
LOC110119396,LOC110119396,0,4,4,4,2,0,18
LOC125385432,LOC125385432,0,0,0,0,0,0,0
LOC100650646,LOC100650646,26,19,25,22,18,32,21
LOC125385431,LOC125385431,0,0,1,0,1,3,0
LOC100650770,LOC100650770,40,36,29,29,39,51,24
LOC100650528,LOC100650528,168,206,88,90,164,117,77
LOC100651161,LOC100651161,18,36,27,11,24,22,22
LOC100650962,LOC100650962,298,479,135,46,340,218,314
LOC100651371,LOC100651371,73,105,72,69,90,85,86
LOC100651568,LOC100651568,44,52,48,31,34,24,40
LOC100651684,LOC100651684,35,43,82,89,42,99,29
LOC125385472,LOC125385472,0,0,0,0,4,0,0
LOC100651805,LOC100651805,160,148,271,422,179,795,183
LOC100643045,LOC100643045,47,32,29,13,28,34,44
LOC105665957,LOC105665957,74,107,52,30,67,44,59
LOC100642370,LOC100642370,50,26,6,13,29,15,28
LOC100652283,LOC100652283,74,145,41,45,106,60,81
LOC100642846,LOC100642846,32,24,18,4,31,49,26
LOC100652077,LOC100652077,76,70,88,46,58,125,59
LOC100642491,LOC100642491,18,6,54,37,6,14,18
LOC100644606,LOC100644606,30,29,17,20,18,32,256
LOC100642728,LOC100642728,51,53,50,22,54,54,69
LOC100642251,LOC100642251,38,52,44,18,37,54,67
LOC100643243,LOC100643243,38,16,6,16,6,10,4
LOC100643365,LOC100643365,4,0,133,4,0,126,0
LOC100643486,LOC100643486,18,22,6,20,12,3,0
LOC100644849,LOC100644849,0,0,0,0,0,1,0
LOC100643612,LOC100643612,164,118,90,92,96,158,249
LOC100644965,LOC100644965,47,72,0,2,50,22,6
LOC105665976,LOC105665976,0,0,0,0,0,0,0
LOC100645082,LOC100645082,36,67,0,0,46,12,7
LOC100643935,LOC100643935,98,120,38,94,116,215,121
LOC100644174,LOC100644174,61,47,83,28,78,258,18
LOC105665958,LOC105665958,4,2,0,2,4,18,9
LOC100644061,LOC100644061,22,21,12,17,25,12,34
LOC100644294,LOC100644294,154,155,223,258,130,473,154
LOC100644404,LOC100644404,53,24,57,44,47,94,64
LOC125385389,LOC125385389,0,2,0,0,0,0,4
LOC100645197,LOC100645197,229,293,2,11,128,108,63
LOC100644725,LOC100644725,2,4,6,0,6,22,2
LOC100644607,LOC100644607,125,248,72,76,181,134,190
LOC100644967,LOC100644967,92,111,64,94,95,86,123
LOC100645084,LOC100645084,54,63,8,3,61,19,20
LOC105665959,LOC105665959,12,10,20,6,3,18,20
LOC100645198,LOC100645198,4,0,0,0,0,2,4
LOC100645327,LOC100645327,47,40,68,44,36,103,66
LOC100645448,LOC100645448,89,40,49,51,66,74,79
LOC105665960,LOC105665960,0,0,1,0,0,0,0
LOC100645633,LOC100645633,27,42,22,4,43,21,34
LOC100645755,LOC100645755,0,12,424,426,14,80,4
LOC100645876,LOC100645876,31,62,69,51,43,11,4
LOC100645991,LOC100645991,138,142,11,40,104,39,72
LOC100646785,LOC100646785,4,10,21,7,5,22,4
LOC100646589,LOC100646589,99,217,229,153,143,245,419
LOC100646469,LOC100646469,22,25,14,7,20,16,6
LOC100646226,LOC100646226,58,56,20,12,47,15,40
LOC100646910,LOC100646910,1171,3049,2772,2755,1779,3938,7093
LOC110119436,LOC110119436,0,11,4,12,7,8,10
LOC125385457,LOC125385457,0,0,0,6,2,2,6
LOC100647340,LOC100647340,33,34,76,51,48,76,37
LOC100647463,LOC100647463,166,148,113,114,139,277,175
LOC100647580,LOC100647580,24,26,22,14,16,20,2
LOC100647776,LOC100647776,12,16,10,4,16,6,6
LOC100647903,LOC100647903,266,279,165,196,174,196,207
LOC105665962,LOC105665962,0,0,1,0,0,1,1
LOC100648137,LOC100648137,171,155,79,74,179,130,128
LOC100648323,LOC100648323,0,0,4,4,0,144,2
LOC100648440,LOC100648440,35,40,20,14,39,41,27
LOC100645562,LOC100645562,35,28,4,8,32,12,17
LOC100645490,LOC100645490,27,47,3,5,36,12,6
LOC100645679,LOC100645679,143,258,49,45,218,113,1363
LOC100645911,LOC100645911,48,36,42,24,44,44,14
LOC100645678,LOC100645678,53,80,391,440,63,2096,13
LOC100646024,LOC100646024,39,20,67,39,40,22,38
LOC100645797,LOC100645797,66,104,95,65,81,60,68
LOC100644043,LOC100644043,51,50,45,44,70,34,25
LOC100644156,LOC100644156,40,44,26,33,31,13,12
LOC100644276,LOC100644276,161,214,653,549,223,822,337
LOC105665963,LOC105665963,1,1,2,2,1,6,0
LOC100646145,LOC100646145,3255,4628,2797,0,4315,390,832
LOC100646345,LOC100646345,26,8,0,0,8,2,0
LOC100646468,LOC100646468,30,25,18,12,30,29,19
LOC125385360,LOC125385360,64,49,17,22,67,50,0
LOC100646587,LOC100646587,6,4,11,46,3,54,0
LOC125385519,LOC125385519,0,0,0,0,0,0,0
LOC105665978,LOC105665978,117,186,4,7,149,15,0
LOC100650229,LOC100650229,8,6,0,0,4,2,0
LOC100645563,LOC100645563,59,44,0,0,36,2,0
LOC100644296,LOC100644296,106,79,37,51,89,59,73
LOC100646661,LOC100646661,100,98,77,71,92,218,110
LOC125385536,LOC125385536,6,2,7,4,5,16,5
LOC100648167,LOC100648167,46,57,56,36,83,86,75
LOC100648677,LOC100648677,194,186,131,133,198,428,251
LOC110119499,LOC110119499,2,2,0,0,2,0,2
LOC125385537,LOC125385537,2,0,0,0,0,4,4
LOC100651204,LOC100651204,13,23,0,0,19,2,1
LOC110119514,LOC110119514,41,25,9,5,27,23,11
LOC100643487,LOC100643487,79,89,138,134,135,165,238
LOC100642759,LOC100642759,10,14,3,2,9,9,2
LOC100647299,LOC100647299,178,142,905,238,261,943,337
LOC100648281,LOC100648281,6,10,4,4,22,42,7
LOC125385538,LOC125385538,1,1,2,2,0,4,1
LOC100649454,LOC100649454,8,3,16,9,2,16,1
LOC100650602,LOC100650602,254,392,48,8,309,390,136
LOC100652239,LOC100652239,119,152,93,84,112,152,89
LOC100643696,LOC100643696,44,54,56,46,68,52,50
LOC110119515,LOC110119515,10,21,11,8,16,14,1
LOC100642884,LOC100642884,4,5,7,0,2,2,29
LOC100645328,LOC100645328,2,5,3,5,6,5,4
LOC100645680,LOC100645680,69,72,61,28,56,98,66
LOC100645798,LOC100645798,1,4,0,0,2,1,0
LOC125385570,LOC125385570,16,6,0,0,5,11,0
LOC100645449,LOC100645449,27,6,4,1,12,10,0
LOC125385539,LOC125385539,0,1,0,0,0,0,0
LOC110119493,LOC110119493,0,0,0,0,1,0,0
LOC100643000,LOC100643000,2,0,0,0,4,4,0
LOC100646029,LOC100646029,20,32,20,1,7,68,101
LOC105665980,LOC105665980,2,8,40,1,2,11,0
LOC100646149,LOC100646149,135,91,75,25,57,229,176
LOC125385540,LOC125385540,0,4,0,0,2,2,8
LOC100646864,LOC100646864,24,49,24,30,43,54,67
LOC100646541,LOC100646541,72,98,122,121,70,141,85
LOC100646419,LOC100646419,53,54,76,67,45,95,74
LOC100647464,LOC100647464,47,52,36,47,91,41,27
LOC100647341,LOC100647341,19,6,2,0,9,10,5
LOC100647221,LOC100647221,30,40,42,12,27,54,14
LOC100647101,LOC100647101,139,103,54,51,95,317,116
LOC100646981,LOC100646981,88,66,57,29,71,82,26
LOC100647581,LOC100647581,12,15,100,87,31,37,0
LOC100647851,LOC100647851,76,123,83,85,154,99,64
TRNAR-ACG_2,TRNAR-ACG_2,0,0,0,0,1,0,0
LOC100648056,LOC100648056,22,13,12,12,23,32,16
LOC100643203,LOC100643203,2,19,28,17,12,8,2
LOC100648282,LOC100648282,47,108,49,351,104,112,255
LOC100648004,LOC100648004,0,24,0,0,37,106,0
LOC100648399,LOC100648399,2,12,2,0,8,25,2
LOC100648516,LOC100648516,114,266,59,6,285,948,12
LOC105665981,LOC105665981,0,1,0,0,0,0,2
LOC105665982,LOC105665982,8,16,13,7,13,18,2
LOC100648637,LOC100648637,412,1950,596,590,967,379,1154
LOC100648901,LOC100648901,145,170,54,98,165,253,171
LOC100649022,LOC100649022,0,1,10,1,0,26,0
LOC100648558,LOC100648558,29,18,0,0,14,6,14
LOC125385571,LOC125385571,0,0,0,0,0,0,0
LOC105665995,LOC105665995,0,0,0,0,0,2,0
LOC100643451,LOC100643451,78,166,2,0,176,0,0
LOC105665983,LOC105665983,198,234,165,163,261,403,320
LOC100648786,LOC100648786,0,0,63,10,0,2,2
LOC100648980,LOC100648980,33,27,139,156,40,118,4
LOC125385567,LOC125385567,0,10,3,15,25,2,0
LOC100649178,LOC100649178,25,24,12,20,16,35,0
LOC100649414,LOC100649414,4,4,0,0,2,0,0
LOC100649536,LOC100649536,84,112,72,56,107,106,93
LOC100649657,LOC100649657,115,252,53,53,263,99,251
LOC100649962,LOC100649962,45,28,48,21,31,49,30
LOC100650364,LOC100650364,188,186,42,56,136,211,151
LOC105665985,LOC105665985,2,1,4,0,0,0,1
LOC105665986,LOC105665986,108,116,76,100,103,76,164
LOC100650647,LOC100650647,64,96,52,55,76,52,72
LOC100650771,LOC100650771,19,24,31,23,16,28,31
LOC100650887,LOC100650887,17,28,23,2,31,89,25
LOC100651082,LOC100651082,74,123,6,10,131,4,19
LOC100651329,LOC100651329,24,44,36,22,47,52,56
LOC100651447,LOC100651447,80,54,11,16,43,4,40
LOC100651685,LOC100651685,0,4,1,0,4,0,0
LOC100651569,LOC100651569,17,26,16,14,28,27,16
LOC100643575,LOC100643575,830,719,57,36,571,173,0
LOC125385560,LOC125385560,0,0,0,0,0,0,0
LOC100651999,LOC100651999,13,26,24,13,22,20,22
LOC125385558,LOC125385558,52,45,44,55,52,71,40
Mpk,Mpk,84,59,26,20,46,32,56
LOC100652121,LOC100652121,76,119,96,76,62,124,100
LOC100642333,LOC100642333,43,76,72,72,81,150,57
LOC125385559,LOC125385559,0,0,0,0,0,0,0
LOC100642520,LOC100642520,5,20,16,7,18,15,13
LOC100642404,LOC100642404,9,2,0,6,4,0,0
LOC100642883,LOC100642883,67,99,17,8,80,62,26
LOC100643244,LOC100643244,8,22,39,13,13,51,12
LOC100642758,LOC100642758,168,126,126,66,140,72,115
LOC100643120,LOC100643120,59,66,59,18,50,51,44
LOC100642999,LOC100642999,16,10,2,12,2,18,2
LOC100642639,LOC100642639,92,44,41,31,61,51,78
LOC100643366,LOC100643366,113,86,110,69,80,101,257
LOC100643695,LOC100643695,36,25,0,0,10,4,2
LOC100643936,LOC100643936,72,76,71,46,87,125,127
LOC100644062,LOC100644062,54,68,75,68,47,227,76
LOC100644175,LOC100644175,143,152,544,317,248,623,218
LOC100643809,LOC100643809,53,61,35,33,64,113,57
LOC100643937,LOC100643937,22,34,34,22,27,112,28
LOC100644405,LOC100644405,49,75,39,21,35,78,56
LOC100644295,LOC100644295,45,56,316,241,86,151,89
LOC100644524,LOC100644524,12,21,18,28,16,42,9
LOC100644063,LOC100644063,0,0,0,0,0,0,0
LOC100644762,LOC100644762,40,87,64,88,48,148,80
LOC100644889,LOC100644889,71,32,10,2,15,38,16
LOC100645006,LOC100645006,2,9,5,6,0,35,18
LOC125385529,LOC125385529,0,0,0,0,0,0,0
LOC100645127,LOC100645127,46,32,12,21,51,106,49
LOC100645377,LOC100645377,59,70,65,28,34,50,48
LOC100645493,LOC100645493,39,68,76,28,46,68,59
LOC100645249,LOC100645249,60,45,46,29,45,42,26
LOC100644176,LOC100644176,0,0,3,2,0,0,0
LOC100645597,LOC100645597,2,0,5,10,2,0,0
LOC100645836,LOC100645836,768,750,38,134,683,64,174
LOC100646418,LOC100646418,57,70,107,43,58,202,194
LOC100646227,LOC100646227,85,66,6,2,45,367,0
LOC110119490,LOC110119490,0,3,1,2,1,0,0
LOC100646028,LOC100646028,893,1555,2731,4598,1397,983,1568
LOC100646625,LOC100646625,90,38,31,234,12,8,1557
LOC105665987,LOC105665987,10,0,2,0,1,2,4
LOC105665613,LOC105665613,30,33,27,14,22,28,18
LOC100644486,LOC100644486,13,6,13,0,23,35,19
LOC110119491,LOC110119491,0,0,0,0,0,0,0
LOC100646950,LOC100646950,132,112,26,38,99,57,75
LOC100647067,LOC100647067,143,156,242,150,132,188,119
LOC100647186,LOC100647186,225,219,0,0,118,10,0
LOC100647422,LOC100647422,34,41,6,0,21,0,14
LOC125385580,LOC125385580,2,0,0,0,1,0,0
LOC100647538,LOC100647538,212,217,97,107,177,226,124
LOC100647659,LOC100647659,92,101,65,76,98,41,68
LOC100647777,LOC100647777,250,188,246,268,218,195,664
LOC125385581,LOC125385581,0,0,1,0,2,5,0
LOC105665988,LOC105665988,0,2,6,0,0,1,4
LOC100648055,LOC100648055,83,59,53,4,52,92,117
LOC100648166,LOC100648166,179,141,22,4,156,96,45
LOC100644608,LOC100644608,9,16,10,8,12,10,16
LOC105665989,LOC105665989,2,0,0,2,6,9,3
LOC100648398,LOC100648398,92,87,110,59,121,131,104
LOC100648865,LOC100648865,42,64,82,61,76,131,48
LOC100648636,LOC100648636,2,8,40,2,6,92,0
LOC100648515,LOC100648515,77,78,84,72,104,224,136
LOC100648981,LOC100648981,36,18,36,16,18,42,35
LOC100648751,LOC100648751,188,352,32,26,274,81,10
LOC100649214,LOC100649214,39,36,69,18,48,16,22
LOC100649094,LOC100649094,237,248,120,86,213,179,135
LOC100649334,LOC100649334,35,32,18,16,47,52,38
LOC100644726,LOC100644726,29,16,15,18,25,32,39
LOC100649658,LOC100649658,151,108,83,28,92,128,78
LOC105665990,LOC105665990,6,0,15,8,1,37,6
LOC100649773,LOC100649773,21,24,25,19,11,28,33
LOC100644851,LOC100644851,20,9,66,32,15,48,44
LOC100649884,LOC100649884,293,400,131,124,324,262,300
LOC125385573,LOC125385573,0,0,0,0,0,0,0
LOC125385528,LOC125385528,4,0,0,0,0,0,0
LOC100650082,LOC100650082,44,39,76,18,44,72,48
LOC100650204,LOC100650204,39,14,12,16,18,46,36
LOC105665992,LOC105665992,44,51,20,16,25,60,135
LOC125385527,LOC125385527,0,0,0,0,0,0,0
LOC100644968,LOC100644968,0,0,0,0,0,1,0
LOC100650726,LOC100650726,39,46,0,0,22,2,17
LOC125385526,LOC125385526,7,2,0,0,0,0,0
LOC100650928,LOC100650928,8,0,0,0,8,0,0
LOC100651162,LOC100651162,19,20,43,11,24,86,38
LOC100651285,LOC100651285,10,10,12,4,11,16,4
LOC110119492,LOC110119492,43,43,30,27,30,53,36
LOC100651041,LOC100651041,76,65,19,21,80,68,55
LOC100651488,LOC100651488,129,117,123,126,116,236,226
LOC100651603,LOC100651603,275,385,289,409,338,505,1912
LOC100651807,LOC100651807,0,12,4,12,6,6,6
LOC110119522,LOC110119522,0,0,0,0,0,0,0
LOC110119518,LOC110119518,12,6,0,0,6,0,4
LOC100651924,LOC100651924,0,0,0,0,2,4,23
LOC125385569,LOC125385569,0,0,0,6,0,0,0
LOC100652043,LOC100652043,65,108,51,67,77,134,119
LOC100642211,LOC100642211,44,78,18,13,55,34,344
LOC125385553,LOC125385553,0,1,1,0,0,2,0
LOC105665994,LOC105665994,12,2,2,6,2,2,0
LOC110119523,LOC110119523,0,2,0,0,0,0,0
LOC125385554,LOC125385554,0,0,0,0,0,0,3
LOC100645199,LOC100645199,0,1,0,0,0,0,0
LOC100642405,LOC100642405,209,187,279,266,205,331,265
LOC125384649,LOC125384649,0,0,0,0,0,0,0
LOC100642521,LOC100642521,4,16,12,4,13,16,25
LOC100642640,LOC100642640,53,46,18,24,31,83,18
LOC100647622,LOC100647622,340,374,174,138,254,194,227
LOC105665996,LOC105665996,2,2,2,6,2,2,66
LOC100650365,LOC100650365,82,97,70,54,87,110,123
LOC100650727,LOC100650727,14,30,27,20,27,20,41
LOC100652196,LOC100652196,204,266,291,206,266,725,342
LOC100643205,LOC100643205,132,156,36,71,151,114,116
LOC110119513,LOC110119513,4,6,0,2,4,4,2
LOC100649260,LOC100649260,70,67,30,52,64,93,97
LOC100651838,LOC100651838,48,45,67,70,42,231,85
LOC105665997,LOC105665997,36,28,20,11,24,48,40
LOC100642885,LOC100642885,26,24,28,23,27,46,47
LOC100650648,LOC100650648,137,153,301,263,120,201,121
LOC100646744,LOC100646744,38,48,82,80,30,49,33
LOC100649261,LOC100649261,61,60,98,56,37,187,75
LOC100647734,LOC100647734,32,26,23,14,20,43,16
LOC100648441,LOC100648441,10,7,3,3,10,31,2
LOC100649628,LOC100649628,400,428,465,334,345,1621,561
LOC125385547,LOC125385547,7,1,6,4,3,36,3
LOC100649811,LOC100649811,64,63,36,49,26,110,31
LOC100649931,LOC100649931,54,45,38,17,49,44,21
LOC100650244,LOC100650244,94,70,30,35,59,56,72
LOC100650846,LOC100650846,93,64,60,49,114,102,80
LOC100650963,LOC100650963,58,34,69,60,35,48,42
LOC100650041,LOC100650041,78,112,115,114,60,86,90
LOC100650485,LOC100650485,4,2,0,4,4,1,6
LOC100650603,LOC100650603,26,31,34,32,31,42,37
LOC100651083,LOC100651083,82,126,31,0,93,172,10
LOC125385548,LOC125385548,2,0,0,0,0,4,0
LOC100651205,LOC100651205,216,212,66,62,187,150,123
LOC100651604,LOC100651604,29,41,32,9,21,52,9
LOC125385561,LOC125385561,1,0,0,0,0,0,0
LOC100651882,LOC100651882,597,863,144,173,751,210,45
LOC105666000,LOC105666000,2904,2802,26,2,2583,47,4
LOC125385562,LOC125385562,0,2,0,0,0,0,0
LOC110119510,LOC110119510,1,0,0,0,0,5,0
LOC110119511,LOC110119511,0,0,0,0,0,0,0
LOC100651330,LOC100651330,57,103,40,58,67,45,48
LOC110119500,LOC110119500,0,0,0,0,0,0,0
LOC105666001,LOC105666001,6,0,0,6,4,0,0
LOC125385533,LOC125385533,0,0,0,0,2,0,0
LOC100642252,LOC100642252,34,60,8,2,52,37,4
LOC100642492,LOC100642492,13,10,10,0,24,18,12
LOC100642608,LOC100642608,10,8,8,2,2,26,7
LOC100642729,LOC100642729,14,15,4,15,12,26,14
LOC100642847,LOC100642847,9,1,4,0,10,108,4
LOC105666002,LOC105666002,90,132,49,18,99,230,61
LOC100642965,LOC100642965,2,10,33,2,18,188,2
LOC100643084,LOC100643084,37,31,50,42,46,88,68
LOC100647973,LOC100647973,72,75,56,60,124,167,93
LOC100643330,LOC100643330,46,85,14,43,31,57,39
LOC105666009,LOC105666009,0,0,0,0,0,0,0
LOC100643453,LOC100643453,263,466,61,21,308,148,460
LOC125385546,LOC125385546,0,0,0,0,1,0,0
LOC100643577,LOC100643577,146,95,8,4,69,319,2
LOC125385545,LOC125385545,3,1,1,0,2,5,0
LOC100643698,LOC100643698,4,12,19,4,8,8,6
LOC100643812,LOC100643812,11,8,14,17,10,30,8
LOC100643939,LOC100643939,1,2,10,7,2,2,0
LOC105666003,LOC105666003,131,66,532,424,72,163,4
LOC100644137,LOC100644137,13,12,180,8,18,273,76
LOC100649140,LOC100649140,4,6,2,0,8,14,149
LOC100648209,LOC100648209,65,91,58,28,64,83,54
LOC100649382,LOC100649382,38,37,45,45,22,26,222
LOC125385550,LOC125385550,2,0,0,0,0,0,0
LOC100649504,LOC100649504,61,105,31,32,148,45,431
LOC100649627,LOC100649627,51,78,2,0,169,1,4
LOC125385552,LOC125385552,0,2,0,0,1,0,0
LOC100649734,LOC100649734,111,178,24,8,115,36,12
LOC125385551,LOC125385551,0,0,0,0,0,0,0
LOC125385549,LOC125385549,0,0,0,0,0,0,2
LOC100650040,LOC100650040,79,58,71,26,95,68,66
LOC100650158,LOC100650158,30,26,26,6,30,93,31
LOC100650284,LOC100650284,0,0,0,0,0,2,0
LOC100650406,LOC100650406,8,4,0,0,6,2,0
LOC100650529,LOC100650529,30,15,0,0,6,0,0
LOC100650772,LOC100650772,81,18,40,1336,31,347,0
LOC125385544,LOC125385544,0,2,0,0,0,2,0
LOC100651042,LOC100651042,129,128,96,125,142,78,175
LOC100650929,LOC100650929,122,91,38,42,71,79,95
LOC100648324,LOC100648324,0,0,0,0,0,0,0
LOC100651163,LOC100651163,10,12,14,14,10,31,13
LOC100651286,LOC100651286,26,36,22,18,21,35,32
LOC100648559,LOC100648559,15,10,2,2,10,10,8
LOC105666010,LOC105666010,0,0,0,0,0,70,0
LOC100651643,LOC100651643,54,69,30,14,57,26,80
LOC100651526,LOC100651526,59,48,75,33,47,86,54
LOC100651406,LOC100651406,635,818,423,576,541,639,581
LOC125385565,LOC125385565,0,0,0,0,0,0,0
LOC100652078,LOC100652078,16,9,21,2,11,22,24
LOC125385566,LOC125385566,0,0,0,0,0,0,2
LOC100652195,LOC100652195,8,4,0,0,1,2,0
LOC100651956,LOC100651956,31,14,16,27,32,57,20
LOC105666005,LOC105666005,2,4,2,0,2,3,0
LOC125385564,LOC125385564,0,2,0,0,2,0,0
LOC100652315,LOC100652315,2,3,31,0,2,323,0
LOC125385563,LOC125385563,1,4,5,0,3,18,0
LOC100646131,LOC100646131,35,46,66,40,51,140,59
LOC105666811,LOC105666811,182,269,751,419,258,902,372
LOC100642406,LOC100642406,41,63,24,8,73,128,40
LOC100642522,LOC100642522,142,204,70,61,135,221,100
LOC110119509,LOC110119509,24,36,12,19,33,42,34
LOC100642641,LOC100642641,2,2,0,0,6,8,0
LOC100642760,LOC100642760,497,646,224,5,675,24,36
LOC100643083,LOC100643083,26,40,24,6,31,28,29
LOC105666011,LOC105666011,0,2,0,2,2,2,3
LOC100643576,LOC100643576,105,99,51,50,94,69,75
LOC100643204,LOC100643204,116,150,371,390,134,230,82
LOC100643329,LOC100643329,36,33,68,53,46,39,46
LOC100643452,LOC100643452,28,17,41,12,34,63,29
LOC100643697,LOC100643697,40,26,21,12,22,27,17
LOC100643811,LOC100643811,8,34,76,54,26,63,42
LOC100643938,LOC100643938,70,75,6,13,38,37,25
LOC100648787,LOC100648787,0,2,0,0,0,0,8
LOC100644259,LOC100644259,70,70,137,72,70,78,81
LOC100644064,LOC100644064,87,140,49,24,101,70,92
LOC100644445,LOC100644445,0,0,6,3,2,2,1
LOC100644563,LOC100644563,217,316,104,110,231,253,218
LOC100648902,LOC100648902,0,7,2,2,2,6,0
LOC100644890,LOC100644890,16,9,12,6,10,14,6
LOC100649023,LOC100649023,0,0,0,0,0,0,0
LOC100645200,LOC100645200,81,109,0,22,129,0,4
LOC100645837,LOC100645837,181,108,169,174,145,387,1005
LOC100645598,LOC100645598,38,36,20,166,42,58,7680
LOC125385579,LOC125385579,0,0,1,0,0,0,9
LOC110119496,LOC110119496,1,0,1,0,0,0,14
LOC100649141,LOC100649141,8,11,31,26,18,60,28
LOC100646507,LOC100646507,103,118,32,25,81,59,93
LOC100644763,LOC100644763,6,0,2,4,7,1082,2
LOC110119512,LOC110119512,0,4,0,0,4,0,0
LOC100646865,LOC100646865,33,60,8,32,49,23,85
LOC100645949,LOC100645949,47,17,44,56,28,76,30
LOC100645007,LOC100645007,390,373,178,178,449,298,494
LOC100646626,LOC100646626,635,692,523,498,646,856,726
LOC100645719,LOC100645719,12,19,8,9,16,20,32
LOC100646150,LOC100646150,411,292,852,479,359,1015,485
LOC100646262,LOC100646262,18,16,18,12,16,36,11
LOC100649383,LOC100649383,0,1,0,4,0,2,0
LOC100649505,LOC100649505,9,12,5,0,5,1,6
LOC100646383,LOC100646383,61,60,37,20,81,94,55
LOC100645329,LOC100645329,184,216,96,78,167,251,100
LOC100646982,LOC100646982,175,250,295,222,201,166,390
LOC100647102,LOC100647102,39,76,31,13,64,82,34
LOC100647300,LOC100647300,21,25,7,0,15,16,10
LOC100647423,LOC100647423,46,84,44,37,74,60,67
LOC100648283,LOC100648283,0,10,4,0,0,5,29
TRNAD-GUC_1,TRNAD-GUC_1,0,0,0,0,0,0,0
TRNAM-CAU_2,TRNAM-CAU_2,0,0,0,0,0,0,0
TRNAM-CAU_3,TRNAM-CAU_3,0,0,0,0,0,0,0
TRNAM-CAU_4,TRNAM-CAU_4,0,0,0,0,0,0,0
LOC100650407,LOC100650407,103,110,36,73,133,143,99
LOC100648400,LOC100648400,168,179,6,22,148,29,722
LOC100642886,LOC100642886,35,38,30,52,51,49,56
LOC100644022,LOC100644022,30,12,35,33,14,48,6
LOC100644260,LOC100644260,54,86,76,71,89,149,86
LOC100646384,LOC100646384,0,0,449,156,0,654,0
TRNAS-GCU_1,TRNAS-GCU_1,0,0,0,2,0,0,0
LOC100647735,LOC100647735,81,60,31,30,37,62,87
LOC100648638,LOC100648638,125,135,46,76,81,86,58
LOC100649812,LOC100649812,29,28,12,0,28,61,0
LOC125385589,LOC125385589,0,0,0,0,0,0,0
LOC125385532,LOC125385532,0,0,0,0,2,0,0
LOC100650649,LOC100650649,21,24,1,0,43,1,0
LOC110119525,LOC110119525,0,0,0,0,0,24,210
LOC100650773,LOC100650773,0,2,0,2,4,0,1
LOC100650888,LOC100650888,29,36,54,25,42,66,10
LOC100651009,LOC100651009,12,32,16,33,29,43,30
LOC105666013,LOC105666013,0,0,0,0,0,0,0
LOC100651331,LOC100651331,150,164,168,125,154,200,105
LOC100651206,LOC100651206,6,10,238,204,8,0,0
LOC100651644,LOC100651644,32,28,25,6,20,25,54
